Origin,country,lat,lon,Depth (km),Magnitude,Secondary Effects,PDE Shaking Deaths,pde_total_deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,url
6/4/1999 9:12,Azerbaijan,40.767,47.483,14,5.4ÿ{\displaystyle M_{\mathrm {w} }},,0,0,,1,,
6/15/1999 20:42,Mexico (seeÿ1999 Tehuac n earthquake),18.381,-97.445,63,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,16,20,17,15,,
7/11/1999 14:14,Guatemala,15.791,-88.285,15,6.7ÿ{\displaystyle M_{\mathrm {w} }},,1,2,1,,,
7/22/1999 10:42,Bangladesh,21.658,91.933,25,5.2ÿ{\displaystyle m_{b}},,6,6,6,6,,
8/10/1999 19:33,Iran,36.157,54.648,20,4.5ÿ{\displaystyle m_{b}},,1,1,1,,,
8/17/1999 0:01,Turkey (seeÿ1999 ?zmit earthquake),40.773,30.003,13.3,7.6ÿ{\displaystyle M_{\mathrm {w} }},,17118,17118,17118,17127,45000[9],
8/31/1999 8:10,Turkey,40.767,29.912,8.4,5.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
9/7/1999 11:56,Greece (seeÿ1999 Athens earthquake),38.119,23.598,10,6.0ÿ{\displaystyle M_{\mathrm {w} }},,143,143,143,143,,
9/13/1999 11:55,Turkey,40.736,30.089,13,5.8ÿ{\displaystyle M_{\mathrm {w} }},,6,7,6,6,,
9/20/1999 17:47,Taiwan (seeÿ1999 Jiji earthquake),23.819,120.877,21,7.6ÿ{\displaystyle M_{\mathrm {w} }},L,2297,2297,2413,2264,2489[10],
9/25/1999 23:52,Taiwan,23.813,121.087,17,6.5ÿ{\displaystyle M_{\mathrm {w} }},L,,,5,,,
9/29/1999 0:13,Turkey,40.736,29.35,7.6,5.2ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
9/30/1999 16:31,Mexico (seeÿ1999 Oaxaca earthquake),16.055,-96.905,40,7.4ÿ{\displaystyle M_{\mathrm {w} }},L,15,15,35,31,,
10/22/1999 2:18,Taiwan,23.531,120.443,14,5.8ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
11/7/1999 16:54,Turkey,40.695,30.724,16,4.9ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
11/11/1999 14:41,Turkey,40.74,30.247,10,5.6ÿ{\displaystyle M_{\mathrm {w} }},,1,2,1,3,,
11/12/1999 16:57,Turkey (seeÿ1999 Dzce earthquake),40.803,31.219,12.8,7.2ÿ{\displaystyle M_{\mathrm {w} }},L,894,894,894,845,,
11/24/1999 16:40,China,24.586,102.845,15,5.0ÿ{\displaystyle M_{\text{L}}},,1,1,1,,,
11/26/1999 13:21,Vanuatu,-16.316,168.239,33,7.4ÿ{\displaystyle M_{\mathrm {w} }},"T,L",,10,10,12,,
12/3/1999 17:06,Turkey,40.482,42.354,6.4,5.7ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
12/11/1999 18:03,Philippines,15.779,119.776,40,7.2ÿ{\displaystyle M_{\mathrm {w} }},,1,5,1,6,,
12/15/1999 5:12,Philippines,11.296,124.516,16.2,4.8ÿ{\displaystyle m_{b}},,1,1,,,,
12/21/1999 14:14,Indonesia,-6.823,105.498,42,6.4ÿ{\displaystyle M_{\mathrm {w} }},,5,5,5,5,,
12/22/1999 17:36,Algeria,35.21,-1.316,2.3,5.6ÿ{\displaystyle M_{\mathrm {w} }},,24,24,24,22,,
1/14/2000 22:09,China (seeÿ2000 Yunnan earthquake),25.549,101.118,13.6,5.5ÿ{\displaystyle M_{\mathrm {w} }},,,,,7,,
1/14/2000 23:37,China (seeÿ2000 Yunnan earthquake),25.567,101.071,24.9,5.9ÿ{\displaystyle M_{\mathrm {w} }},,7,7,7,,,
1/26/2000 20:55,China,24.148,103.654,35,4.9ÿ{\displaystyle m_{b}},,0,0,,1,,
2/2/2000 22:58,Iran,35.238,58.213,22.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
5/4/2000 4:21,Indonesia,-1.14,123.522,26,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,46,46,46,45,,
5/7/2000 23:10,Turkey,38.164,38.777,5,4.5ÿ{\displaystyle Md},,0,0,,1,,
5/12/2000 18:43,Argentina,-23.754,-66.777,225,7.2ÿ{\displaystyle M_{\mathrm {w} }},,0,1,1,,,
5/17/2000 3:25,Taiwan,24.167,121.078,15,5.4ÿ{\displaystyle M_{\mathrm {w} }},L,3,3,3,,,
6/4/2000 16:28,Indonesia,-4.76,102.031,33.8,7.9ÿ{\displaystyle M_{\mathrm {w} }},L,103,103,103,103,,
6/5/2000 23:55,Indonesia,-4.151,101.953,47,5.5ÿ{\displaystyle M_{\mathrm {w} }},,,,,1,,
6/6/2000 2:41,Turkey,40.737,33.005,7,6.0ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
6/7/2000 23:45,Indonesia,-4.651,101.848,32,6.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
6/10/2000 18:23,Taiwan,23.868,121.181,19,6.4ÿ{\displaystyle M_{\mathrm {w} }},L,0,2,,,,
7/1/2000 7:01,Japan,34.222,139.171,12.5,6.1ÿ{\displaystyle M_{\mathrm {w} }},"T,L",0,1,1,1,,
7/6/2000 19:30,Nicaragua,11.928,-86.066,15,5.4ÿ{\displaystyle M_{\mathrm {w} }},,7,7,7,7,,
7/7/2000 0:15,Turkey,40.857,29.344,7.8,4.2ÿ{\displaystyle Md},,0,1,,,,
7/17/2000 22:53,Afghanistan,36.245,70.943,135,6.3ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
8/21/2000 13:25,China,25.726,102.24,5.4,4.9ÿ{\displaystyle m_{b}},,1,1,1,1,,
9/20/2000 8:37,Ecuador,-1.946,-80.522,40,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
10/2/2000 2:25,Tanzania,-7.965,30.806,34,6.4ÿ{\displaystyle M_{\mathrm {w} }},,0,0,,1,,
11/8/2000 6:59,Colombia,7.091,-77.811,17,6.5ÿ{\displaystyle M_{\mathrm {w} }},,0,0,,2,,
11/10/2000 20:10,Algeria,36.437,4.838,7,5.7ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
11/16/2000 4:54,Papua New Guinea,-3.996,152.268,27.6,8.0ÿ{\displaystyle M_{\mathrm {w} }},"T,L",1,2,2,1,,
11/25/2000 18:09,Azerbaijan (seeÿ2000 Baku earthquake),40.198,49.929,51.6,6.8ÿ{\displaystyle M_{\mathrm {w} }},,5,31,5,31,,
11/25/2000 18:10,Azerbaijan,40.161,49.912,52.9,6.5ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
12/6/2000 17:11,Turkmenistan,39.532,54.801,30.6,7.0ÿ{\displaystyle M_{\mathrm {w} }},,11,11,11,11,,
12/15/2000 16:44,Turkey,38.451,31.265,12,6.0ÿ{\displaystyle M_{\mathrm {w} }},,6,6,6,,,
1/13/2001 17:33,El Salvador (Subduction Zone),13.076,-88.702,38,7.6ÿ{\displaystyle M_{\mathrm {w} }},L,267,852,852,844,,
1/26/2001 3:16,India (seeÿ2001 Gujarat earthquake),23.402,70.287,23.3,7.6ÿ{\displaystyle M_{\mathrm {w} }},,20023,20023,20023,20005,,https://en.wikipedia.org/wiki/2001_Gujarat_earthquake
2/13/2001 14:22,El Salvador (San Vicente),13.6,-89.001,11,6.6ÿ{\displaystyle M_{\mathrm {w} }},L,315,315,315,315,,
2/17/2001 20:25,El Salvador (San Salvador),13.787,-89.106,10,5.1ÿ{\displaystyle m_{b}},L,1,1,1,,,
2/23/2001 0:09,China,29.459,101.079,7,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
2/28/2001 18:54,United States (seeÿ2001 Nisqually earthquake),47.09,-122.581,54,6.8ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",0,0,,1,,
3/24/2001 6:27,Japan,34.108,132.54,42,6.8ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
4/12/2001 10:47,China,24.806,99.051,10.1,5.6ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,2,2,,
5/23/2001 21:10,China,27.619,100.901,2.1,5.4ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
6/1/2001 14:00,Afghanistan,35.105,69.324,44.5,5.0ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
6/21/2001 19:55,France,49.147,6.87,1,4.2ÿ{\displaystyle M_{\text{L}}},,0,1,1,,,
6/23/2001 20:33,Peru (seeÿ2001 southern Peru earthquake),-16.385,-73.505,33.7,8.4ÿ{\displaystyle M_{\mathrm {w} }},"T,L",48,138,139,145,,
7/7/2001 9:38,Peru,-17.532,-71.931,14.1,7.6ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
7/17/2001 15:06,Italy,46.723,11.234,5.7,4.7ÿ{\displaystyle M_{\mathrm {w} }},L,0,4,3,,,
7/24/2001 5:00,Chile,-19.558,-69.234,13.4,6.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
8/9/2001 2:06,Peru,-14.348,-72.68,9.6,5.8ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
10/27/2001 5:35,China,26.289,100.586,5.8,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
12/4/2001 5:57,Peru,-15.353,-72.435,41.4,5.8ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
1/9/2002 6:45,Tajikistan,38.644,69.844,28.6,5.2ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
1/10/2002 11:14,Papua New Guinea,-3.264,142.447,11,6.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
1/21/2002 4:39,Democratic Republic of the Congo,-1.77,28.996,11.6,5.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,45,,
1/21/2002 14:34,Turkey,38.633,27.887,27.5,4.8ÿ{\displaystyle M_{\text{L}}},,1,1,,,,
1/22/2002 4:53,Greece,35.624,26.645,88,6.2ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
2/3/2002 7:11,Turkey,38.527,31.227,5,6.5ÿ{\displaystyle M_{\mathrm {w} }},,44,44,44,42,,
2/17/2002 13:03,Iran,28.089,51.792,16.4,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
3/3/2002 12:08,Afghanistan (seeÿ2002 Hindu Kush earthquakes),36.508,70.503,204,7.3ÿ{\displaystyle M_{\mathrm {w} }},L,16,166,166,150,,
3/5/2002 21:16,Philippines,6.028,124.218,31,7.5ÿ{\displaystyle M_{\mathrm {w} }},"T,L",15,15,15,15,,
3/25/2002 14:56,Afghanistan (seeÿ2002 Hindu Kush earthquakes),36.051,69.21,10.5,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,1000,1000,1000,1000,,
3/27/2002 8:52,Afghanistan,36.053,69.248,9.1,5.6ÿ{\displaystyle M_{\mathrm {w} }},L,,,,,,
3/31/2002 6:52,Taiwan,24.3,122.142,34,7.1ÿ{\displaystyle M_{\mathrm {w} }},"T,L",5,5,5,4,,
4/1/2002 6:14,Papua New Guinea,-6.231,147.545,81.4,5.3ÿ{\displaystyle M_{\mathrm {w} }},L,0,36,36,,,
4/12/2002 4:00,Afghanistan,35.988,69.296,7.8,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,50,50,50,50,,
4/22/2002 4:57,Peru,-12.428,-76.578,64.9,4.4ÿ{\displaystyle m_{b}},,0,1,,,,
4/24/2002 10:51,Serbia,42.42,21.533,8,5.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
4/24/2002 19:48,Iran,34.602,47.401,25,5.4ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
4/25/2002 17:41,Georgia,41.767,44.857,34.8,4.8ÿ{\displaystyle m_{b}},L,5,5,5,6,,
5/15/2002 3:46,Taiwan,24.668,121.868,16.7,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
5/18/2002 15:15,Tanzania,-2.919,33.738,9.8,5.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
6/22/2002 2:58,Iran,35.597,49.02,11,6.5ÿ{\displaystyle M_{\mathrm {w} }},,261,261,227,227,,
9/6/2002 1:21,Italy,38.335,13.728,13,5.9ÿ{\displaystyle M_{\mathrm {w} }},,0,2,,,,
9/8/2002 18:44,Papua New Guinea,-3.262,142.94,13,7.6ÿ{\displaystyle M_{\mathrm {w} }},"T,L",4,4,4,4,,
9/13/2002 22:28,India,13.013,93.093,15,6.5ÿ{\displaystyle M_{\mathrm {w} }},T,2,2,2,2,,
10/10/2002 10:50,Indonesia,-1.7,134.23,16,7.5ÿ{\displaystyle M_{\mathrm {w} }},"T,L,Lq",8,8,8,8,,
10/24/2002 6:08,Democratic Republic of the Congo,-1.962,29.013,11,6.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
10/31/2002 10:33,Italy (seeÿ2002 Molise earthquake),41.738,14.852,5.7,5.7ÿ{\displaystyle M_{\mathrm {w} }},L,29,29,29,30,,
11/1/2002 22:09,Pakistan,35.393,74.627,27.5,5.3ÿ{\displaystyle M_{\mathrm {w} }},L,11,11,,17,,
11/2/2002 1:26,Indonesia,2.837,96.088,30,7.2ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
11/3/2002 7:33,Pakistan,35.348,74.595,15.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
11/20/2002 21:32,Pakistan,35.337,74.556,14.8,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,19,19,19,19,,
12/14/2002 13:27,China,39.754,97.391,5,5.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
1/21/2003 2:46,Guatemala,13.623,-90.85,24,6.4ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
1/22/2003 2:06,Mexico (seeÿ2003 Colima earthquake),18.9,-104.063,24,7.5ÿ{\displaystyle M_{\mathrm {w} }},"T,L",29,29,,29,,
1/27/2003 5:26,Turkey,39.503,39.851,16.1,6.0ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
2/24/2003 2:03,China (seeÿ2003 Bachu earthquake),39.515,77.204,14,6.3ÿ{\displaystyle M_{\mathrm {w} }},,261,261,,268,,
2/25/2003 3:52,China (seeÿ2003 Bachu earthquake),39.402,77.358,18.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,5,5,5,,,
3/25/2003 2:53,Indonesia,-8.339,120.606,34,6.4ÿ{\displaystyle M_{\mathrm {w} }},,0,4,4,,,
3/29/2003 11:46,Afghanistan,35.907,70.55,110,5.8ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
5/1/2003 0:27,Turkey (seeÿ2003 Bing”l earthquake),38.97,40.458,14,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,177,177,,177,,
5/4/2003 15:44,China,39.305,77.142,10,5.8ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,1,,
5/21/2003 18:44,Algeria (seeÿ2003 BoumerdŠs earthquake),36.88,3.694,12,6.8ÿ{\displaystyle M_{\mathrm {w} }},"T,L,Lq",2266,2266,,2266,,
5/22/2003 18:11,Kazakhstan,42.954,72.763,35,5.5ÿ{\displaystyle M_{\mathrm {w} }},,,,,3,,
5/26/2003 19:23,Indonesia,2.349,128.879,31,6.9ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
5/27/2003 17:11,Algeria,36.865,3.592,8,5.7ÿ{\displaystyle M_{\mathrm {w} }},T,9,9,,9,,
6/24/2003 13:01,Iran,33.024,49.463,15,4.6ÿ{\displaystyle m_{b}},L,1,1,1,,,
7/10/2003 17:06,Iran,28.311,54.165,8,5.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
7/21/2003 15:16,China,25.958,101.26,35,5.9ÿ{\displaystyle M_{\mathrm {w} }},L,16,16,16,16,,
7/26/2003 23:18,Bangladesh,22.868,92.317,35,5.6ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,2,2,,
7/27/2003 7:32,Bangladesh,22.743,92.168,10,4.3ÿ{\displaystyle m_{b}},,,,,,,
7/27/2003 12:07,Bangladesh,22.836,92.316,35,5.4ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
8/16/2003 10:58,China,43.779,119.718,23.3,5.4ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
9/22/2003 4:45,Dominican Republic,19.766,-70.693,14,6.4ÿ{\displaystyle M_{\mathrm {w} }},L,1,3,1,3,,
9/25/2003 19:50,Japan,41.864,143.878,27,8.3ÿ{\displaystyle M_{\mathrm {w} }},"T,LF",0,0,,2,,
9/27/2003 11:33,Russian Federation,50.031,87.817,12.3,7.3ÿ{\displaystyle M_{\mathrm {w} }},L,0,3,,3,,
10/16/2003 12:28,China,25.882,101.256,35,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
10/25/2003 12:41,China,38.386,100.978,12,5.8ÿ{\displaystyle M_{\mathrm {w} }},,9,9,9,9,,
10/25/2003 12:47,China,38.371,100.994,13.5,5.8ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
11/13/2003 2:35,China,34.713,103.865,35,5.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
11/14/2003 18:49,China,27.462,103.974,35,5.6ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
11/18/2003 17:14,Philippines,12.113,125.416,35,6.5ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
12/1/2003 1:38,Kazakhstan,42.885,80.546,17,6.0ÿ{\displaystyle M_{\mathrm {w} }},,11,11,11,11,,
12/22/2003 19:15,United States (seeÿ2003 San Simeon earthquake),35.629,-121.075,16,6.6ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",2,2,2,2,,
12/25/2003 7:11,Panama,8.369,-82.842,34,6.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
12/26/2003 1:56,Iran (seeÿ2003 Bam earthquake),28.95,58.268,6,6.6ÿ{\displaystyle M_{\mathrm {w} }},L,31000,31000,,26796,26271[11]26000[12],
1/1/2004 20:59,Indonesia,-8.349,115.758,45.4,5.8ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,1,,
2/5/2004 21:05,Indonesia,-3.661,135.597,23,7.0ÿ{\displaystyle M_{\mathrm {w} }},F,37,37,,37,,
2/14/2004 10:30,Pakistan,34.751,73.178,11,5.4ÿ{\displaystyle M_{\mathrm {w} }},L,10,24,,24,,
2/14/2004 11:56,Pakistan,34.772,73.169,11,5.3ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
2/16/2004 14:44,Indonesia,-0.516,100.548,12.7,5.0ÿ{\displaystyle M_{\mathrm {w} }},,5,5,,5,,
2/24/2004 2:14,Burundi,-3.36,29.446,15.7,4.7ÿ{\displaystyle m_{b}},,3,3,,3,,
2/24/2004 2:27,Morocco (seeÿ2004 Al Hoceima earthquake),35.184,-3.985,8,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,631,631,,628,,
2/25/2004 12:44,Morocco,35.225,-4.08,7.2,5.2ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
2/26/2004 12:07,Morocco,35.246,-4.178,18.3,4.9ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
3/1/2004 23:55,Turkey,38.058,38.277,5,3.8ÿ{\displaystyle Md},,6,6,,,,
3/7/2004 6:37,Morocco,35.174,-4.161,34.6,5.1ÿ{\displaystyle M_{\mathrm {w} }},,,,,,,
3/25/2004 19:30,Turkey,39.804,40.721,56.3,5.6ÿ{\displaystyle M_{\mathrm {w} }},,10,10,,9,,
4/5/2004 21:24,Afghanistan,36.48,71.042,175,6.5ÿ{\displaystyle M_{\mathrm {w} }},,3,3,,,,
5/1/2004 7:56,Taiwan,24.058,121.6,27.3,5.2ÿ{\displaystyle M_{\mathrm {w} }},L,0,2,,,,
5/8/2004 20:11,Pakistan,30.167,67.068,35,4.5ÿ{\displaystyle m_{b}},,1,1,,,,
5/28/2004 12:38,Iran,36.257,51.565,26.7,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,,35,,35,,
7/1/2004 22:30,Turkey,39.735,43.908,27.1,5.1ÿ{\displaystyle M_{\mathrm {w} }},,18,18,,18,,
7/12/2004 13:04,Slovenia,46.305,13.628,7.3,5.2ÿ{\displaystyle M_{\mathrm {w} }},L,0,1,,1,,
7/18/2004 4:22,New Zealand,-38.013,176.432,2.4,5.4ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,,,,
7/18/2004 8:31,Afghanistan,33.344,69.479,5.7,5.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,2,,
7/30/2004 7:14,Turkey,39.69,43.935,20,4.8ÿ{\displaystyle m_{b}},,1,1,,,,
8/10/2004 10:26,China,27.318,103.917,13.2,5.3ÿ{\displaystyle M_{\mathrm {w} }},,4,4,,4,,
8/11/2004 15:48,Turkey,38.347,39.232,4.5,5.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
9/7/2004 11:53,Argentina,-28.568,-65.85,13,6.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
9/15/2004 8:35,Indonesia,-8.784,115.325,96.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
10/23/2004 8:56,Japan (seeÿ2004 Ch?etsu earthquake),37.23,138.801,16,6.6ÿ{\displaystyle M_{\mathrm {w} }},"L,F",40,40,,40,68,
11/11/2004 21:26,Indonesia,-8.166,124.764,13,7.5ÿ{\displaystyle M_{\mathrm {w} }},L,34,34,,33,,
11/20/2004 8:07,Costa Rica,9.623,-84.165,16,6.4ÿ{\displaystyle M_{\mathrm {w} }},L,8,8,,8,,
11/21/2004 11:41,Guadeloupe,15.679,-61.724,14,6.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,1,,
11/26/2004 2:25,Indonesia,-3.615,135.45,24,7.1ÿ{\displaystyle M_{\mathrm {w} }},F,32,32,,32,,
12/1/2004 23:17,Indonesia,-3.689,135.604,7.2,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
12/26/2004 0:58,Indonesia (seeÿ2004 Indian Ocean earthquake),3.287,95.972,30,9.1ÿ{\displaystyle M_{\mathrm {w} }},"T,L",,297200,,,231000*[13]283000*[14]227898*[15],https://en.wikipedia.org/wiki/2004_Indian_Ocean_earthquake_and_tsunami
1/23/2005 20:10,Indonesia,-1.196,119.91,38.1,6.2ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,1,,
1/25/2005 16:44,Turkey,37.603,43.691,40.6,5.9ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,,,
2/2/2005 5:55,Indonesia,-7.004,107.816,57.2,4.8ÿ{\displaystyle m_{b}},,1,1,,,,
2/5/2005 12:23,Philippines,5.321,123.338,522.1,7.1ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,,,
2/22/2005 2:25,Iran (seeÿ2005 Zarand earthquake),30.691,56.794,7,6.4ÿ{\displaystyle M_{\mathrm {w} }},,612,612,,612,,
3/9/2005 10:15,South Africa,-26.889,26.775,13,5.0ÿ{\displaystyle m_{b}},,2,2,,2,,
3/20/2005 1:53,Japan (seeÿ2005 Fukuoka earthquake),33.802,130.209,10.7,6.6ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,,1,,
3/28/2005 16:09,Indonesia (seeÿ2005 Nias?Simeulue earthquake),2.069,97.097,22,8.6ÿ{\displaystyle M_{\mathrm {w} }},T,1303,1313,,915,,
5/3/2005 7:21,Iran,33.655,48.669,27.1,4.9ÿ{\displaystyle M_{\mathrm {w} }},,4,4,,,,
6/4/2005 14:50,Papua New Guinea,-6.355,146.846,44,6.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,1,,
6/13/2005 22:44,Chile,-20.007,-69.198,105.2,7.8ÿ{\displaystyle M_{\mathrm {w} }},L,5,11,,11,,
7/5/2005 16:53,South Africa,-26.468,27.435,5,2.7ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
7/25/2005 15:43,China,46.884,125.03,43.3,5.0ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
9/26/2005 1:55,Peru (seeÿ2005 northern Peru earthquake),-5.721,-76.414,120.9,7.5ÿ{\displaystyle M_{\mathrm {w} }},,5,5,,5,,
10/8/2005 3:50,Pakistan (seeÿ2005 Kashmir earthquake),34.465,73.584,23.1,7.6ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",87351,87351,,73338,,
10/15/2005 4:24,Pakistan,33.977,73.929,11.6,5.2ÿ{\displaystyle m_{b}},,2,2,,,,
10/20/2005 21:40,Turkey,38.158,26.753,7.7,5.8ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
10/27/2005 11:18,China,23.604,107.798,10,4.2ÿ{\displaystyle m_{b}},,1,1,,,,
11/8/2005 7:54,Vietnam,9.973,108.226,14.7,5.3ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
11/26/2005 0:49,China (seeÿ2005 Ruichang earthquake),29.714,115.663,10.5,5.2ÿ{\displaystyle M_{\mathrm {w} }},,16,16,,,,
11/27/2005 10:22,"Iran,ÿ2005 Qeshm earthquake",26.786,55.833,18.4,5.9ÿ{\displaystyle M_{\mathrm {w} }},,13,13,,13,,
12/5/2005 12:19,Tanzania (seeÿ2005 Lake Tanganyika earthquake),-6.246,29.789,20,6.8ÿ{\displaystyle M_{\mathrm {w} }},,6,6,,6,,
12/12/2005 21:47,Afghanistan (seeÿ2005 Hindu Kush earthquake),36.285,71.12,223.8,6.5ÿ{\displaystyle M_{\mathrm {w} }},,5,5,,5,,
12/14/2005 7:09,India,30.46,79.201,35.5,5.1ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,,,,
2/14/2006 0:55,India,27.382,88.388,30,5.3ÿ{\displaystyle M_{\mathrm {w} }},L,0,2,,,,
2/22/2006 22:19,Mozambique,-21.324,33.583,11,7.0ÿ{\displaystyle M_{\mathrm {w} }},,4,4,,,,
3/10/2006 7:50,Pakistan,33.129,73.887,10,4.9ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
3/14/2006 6:57,Indonesia,-3.595,127.214,30,6.7ÿ{\displaystyle M_{\mathrm {w} }},"T,L",0,4,,4,,
3/20/2006 19:44,Algeria,36.623,5.328,10,5.2ÿ{\displaystyle M_{\mathrm {w} }},,4,4,,4,,
3/25/2006 7:28,Iran,27.574,55.685,18,5.9ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
3/31/2006 1:17,Iran (seeÿ2006 Borujerd earthquake),33.5,48.78,7,6.1ÿ{\displaystyle M_{\mathrm {w} }},,70,70,,63,,
4/25/2006 11:26,Australia,-41.164,146.863,4,2.2ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
5/26/2006 22:53,Indonesia (seeÿ2006 Yogyakarta earthquake),-7.961,110.446,12,6.4ÿ{\displaystyle M_{\mathrm {w} }},,5749,5749,,,,
6/3/2006 7:15,Iran,26.759,55.843,12,5.1ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,,,
7/17/2006 8:19,Indonesia (seeÿ2006 Pangandaran earthquake and tsunami),-9.254,107.411,34,7.7ÿ{\displaystyle M_{\mathrm {w} }},T,0,730,,,,
7/22/2006 1:10,China (seeÿ2006 Yanjin earthquake),27.995,104.138,55,4.9ÿ{\displaystyle M_{\mathrm {w} }},L,0,22,,22,,
7/29/2006 0:11,Tajikistan (seeÿ2006 Tajikistan earthquake),37.255,68.828,34,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,,3,,
